191__a,71020a,65117a,71127a,65007a,245__,246__,246__(2),246__(3),079__,269__,coverage,500__,020__a,022__a,en_id,fr_id,es_id,ru_id,dl
E/INCB/26/Supp.11,International Narcotics Control Board,,,NARCOTIC DRUGS||OPIUM,$a Évaluations des besoins du monde en stupéfiants et de la production mondiale d'opium pour 1975 :$b supplément N°. 11,,,,75.XI.I,1975-01-01 0:00:00,1975-01-01 0:00:00,,,,,421622,,,n
E/INCB/30/Supp.2,International Narcotics Control Board,,,NARCOTIC DRUGS||OPIUM,$a Évaluations des besoins du monde en stupéfiants et de la production mondiale d'opium pour 1976 :$b supplément N°. 02,,,,76.XI.1,1976-01-01 0:00:00,1976-01-01 0:00:00,,,,,420525,,,n
E/INCB/30/Supp.3,International Narcotics Control Board,,,NARCOTIC DRUGS||OPIUM,$a Évaluations des besoins du monde en stupéfiants et de la production mondiale d'opium pour 1976 :$b supplément N°. 03,,,,76.XI.1,1976-01-01 0:00:00,1976-01-01 0:00:00,,,,,417933,,,n
E/INCB/30/Supp.10,International Narcotics Control Board,,,NARCOTIC DRUGS||OPIUM,$a Évaluations des besoins du monde en stupéfiants et de la production mondiale d'opium pour 1976 :$b supplément N°. 10,,,,76.XI.10,1976-01-01 0:00:00,1976-01-01 0:00:00,,,,,420189,,,n
E/INCB/30/Supp.11,International Narcotics Control Board,,,NARCOTIC DRUGS||OPIUM,$a Évaluations des besoins du monde en stupéfiants et de la production mondiale d'opium pour 1976 :$b supplément N°. 11,,,,76.XI.11,1976-01-01 0:00:00,1976-01-01 0:00:00,,,,,420457,,,n
E/INCB/30/Supp.8,International Narcotics Control Board,,,NARCOTIC DRUGS||OPIUM,$a Évaluations des besoins du monde en stupéfiants et de la production mondiale d'opium pour 1976 :$b supplément no 8,,,,76.XI.1,1976-01-01 0:00:00,1976-01-01 0:00:00,,,,,418574,,,n
E/INCB/34/Supp.3,International Narcotics Control Board,,,NARCOTIC DRUGS||OPIUM,$a Évaluations des besoins du monde en stupéfiants et de la production mondiale d'opium pour 1977 :$b supplément N°. 03,,,,77.XI.1,1977-01-01 0:00:00,1977-01-01 0:00:00,,,,,418798,,,n
E/INCB/34/Supp.9,International Narcotics Control Board,,,NARCOTIC DRUGS||OPIUM,$a Évaluations des besoins du monde en stupéfiants et de la production mondiale d'opium pour 1977 :$b supplément N°. 09,,,,77.XI.1,1977-01-01 0:00:00,1977-01-01 0:00:00,,,,,422247,,,n
E/INCB/34/Supp.11,International Narcotics Control Board,,,NARCOTIC DRUGS||OPIUM,$a Évaluations des besoins du monde en stupéfiants et de la production mondiale d'opium pour 1977 :$b supplément N°. 11,,,,77.XI.11,1977-01-01 0:00:00,1977-01-01 0:00:00,,,,,418142,,,n
E/INCB/38/Supp.1,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1978 :$b supplément N°. 01,,,,78.XI.1,1978-01-01 0:00:00,1978-01-01 0:00:00,,,,,418391,,,y
E/INCB/38/Supp.2,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1978 :$b supplément N°. 02,,,,78.XI.1,1978-01-01 0:00:00,1978-01-01 0:00:00,,,,,419045,,,y
E/INCB/38/Supp.3,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1978 :$b supplément N°. 03,,,,78.XI.1,1978-01-01 0:00:00,1978-01-01 0:00:00,,,,,422058,,,y
E/INCB/38/Supp.4,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1978 :$b supplément N°. 04,,,,78.XI.1,1978-01-01 0:00:00,1978-01-01 0:00:00,,,,,420084,,,y
E/INCB/38/Supp.5,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1978 :$b supplément N°. 05,,,,78.XI.1,1978-01-01 0:00:00,1978-01-01 0:00:00,,,,,418671,,,y
E/INCB/38/Supp.7,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1978 :$b supplément N°. 07,,,,78.XI.1,1978-01-01 0:00:00,1978-01-01 0:00:00,,,,,418973,,,y
E/INCB/38/Supp.8,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1978 :$b supplément N°. 08,,,,78.XI.1,1978-01-01 0:00:00,1978-01-01 0:00:00,,,,,420448,,,y
E/INCB/38/Supp.10,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1978 :$b supplément N°. 10,,,,78.XI.10,1978-01-01 0:00:00,1978-01-01 0:00:00,,,,,418744,,,y
E/INCB/42/Supp.2,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1979 :$b supplément N°. 02,,,,79.XI.1,1979-01-01 0:00:00,1979-01-01 0:00:00,,,,,422035,,,y
E/INCB/42/Supp.3,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1979 :$b supplément N°. 03,,,,79.XI.1,1979-01-01 0:00:00,1979-01-01 0:00:00,,,,,419072,,,y
E/INCB/42/Supp.4,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1979 :$b supplément N°. 04,,,,79.XI.1,1979-01-01 0:00:00,1979-01-01 0:00:00,,,,,421960,,,y
E/INCB/42/Supp.5,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1979 :$b supplément N°. 05,,,,79.XI.1,1979-01-01 0:00:00,1979-01-01 0:00:00,,,,,421735,,,y
E/INCB/42/Supp.7,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1979 :$b supplément N°. 07,,,,79.XI.1,1979-01-01 0:00:00,1979-01-01 0:00:00,,,,,420629,,,y
E/INCB/42/Supp.11,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1979 :$b supplément N°. 11,,,,79.XI.11,1979-01-01 0:00:00,1979-01-01 0:00:00,,,,,418511,,,y
E/INCB/42/Supp.12,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1979 :$b supplément N°. 12,,,,79.XI.12,1980-01-01 0:00:00,1979-01-01 0:00:00,,,,,417980,,,y
E/INCB/51/Supp.2,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1981 :$b supplément N°. 02,,,,81.XI.1,1981-01-01 0:00:00,1981-01-01 0:00:00,,,,,421082,,,y
E/INCB/51/Supp.9,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1981 :$b supplément N°. 09,,,,81.XI.1,1981-01-01 0:00:00,1981-01-01 0:00:00,,,,,420619,,,y
E/INCB/51/Supp.11,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1981 :$b supplément N°. 11,,,,81.XI.11,1981-01-01 0:00:00,1981-01-01 0:00:00,,,,,419736,,,y
E/INCB/51/Supp.12,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1981 :$b supplément N°. 12,,,,81.XI.12,1981-01-01 0:00:00,1981-01-01 0:00:00,,,,,420304,,,y
E/INCB/57/Supp.2,International Narcotics Control Board,,,"NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES
",$a Évaluations des besoins du monde en stupéfiants pour 1982 :$b supplément n° 2,,$a Previsiones de las necesidades mundiales de estupefacientes para 1982 :$b suplemento n°. 02,,82.XI.2,1982-01-01 0:00:00,1982-01-01 0:00:00,,,,,418175,418568,,y
E/INCB/57/Supp.3,International Narcotics Control Board,,,"NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES
","$a Evaluations des besoins du monde en stupéfiants pour 1982 :$b supplément n° 3, corrigendum",,$a Previsiones de las necesidades mundiales de estupefacientes para 1982 :$b suplemento n°. 03,,82.XI.2,1982-01-01 0:00:00,1982-01-01 0:00:00,Corrigendum,,,,422281,421337,,y
E/INCB/57/Supp.6,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1982 :$b supplément n° 6,,,,82.XI.2,1982-01-01 0:00:00,1982-01-01 0:00:00,,,,,420531,,,y
E/INCB/57/Supp.8,International Narcotics Control Board,,,"NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES
",$a Évaluations des besoins du monde en stupéfiants pour 1982 :$b supplément N°. 08,,$a Previsiones de las necesidades mundiales de estupefacientes para 1982 :$b suplemento n.° 8,,82.XI.2,1982-01-01 0:00:00,1982-01-01 0:00:00,,,,,418579,421486,,y
E/INCB/62/Supp.10,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1983 :$b supplement n° 4,,,,83.XI.20,1983-01-01 0:00:00,1983-01-01 0:00:00,,,,,420160,,,y
E/INCB/62/Supp.2,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1983 :$b supplément N°. 02,,,,83.XI.2,1983-01-01 0:00:00,1983-01-01 0:00:00,,,,,421520,,,y
E/INCB/62/Supp.3,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1983 :$b supplément N°. 03,,,,83.XI.2,1983-01-01 0:00:00,1983-01-01 0:00:00,,,,,421849,,,y
E/INCB/62/Supp.4,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1983 :$b supplément N°. 04,,,,83.XI.2,1983-01-01 0:00:00,1983-01-01 0:00:00,,,,,417932,,,y
E/INCB/62/Supp.5,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1983 :$b supplément N°. 05,,,,83.XI.2,1983-01-01 0:00:00,1983-01-01 0:00:00,,,,,420097,,,y
E/INCB/62/Supp.8,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1983 :$b supplément N°. 08,,,,83.XI.2,1983-01-01 0:00:00,1983-01-01 0:00:00,,,,,418491,,,y
E/INCB/62/Supp.9,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1983 :$b supplément N°. 09,,,,83.XI.2,1983-01-01 0:00:00,1983-01-01 0:00:00,,,,,419188,,,y
E/INCB/62/Supp.11,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1983 :$b supplément N°. 11,,,,83.XI.21,1983-01-01 0:00:00,1983-01-01 0:00:00,,,,,419187,,,y
E/INCB/62/Supp.12,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1983 :$b supplément N°. 12,,,,83.XI.22,1983-01-01 0:00:00,1983-01-01 0:00:00,,,,,421045,,,y
E/INCB/1983/2/Supp.1,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1984 :$b supplément n°. 01,,,,84.XI.2,1984-01-01 0:00:00,1984-01-01 0:00:00,,,,,419625,,,y
E/INCB/1983/2/Supp.8,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1984 :$b supplément N°. 08,,,,84.XI.2,1984-01-01 0:00:00,1984-01-01 0:00:00,,,,,418522,,,y
E/INCB/1984/2/Supp.1,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1985 :$b supplément N°. 01,,,,85.XI.5,1985-01-01 0:00:00,1985-01-01 0:00:00,,,,,421252,,,y
E/INCB/1984/2/Supp.2,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1985 :$b supplément N°. 02,,,,85.XI.5,1985-01-01 0:00:00,1985-01-01 0:00:00,,,,,419801,,,y
E/INCB/1984/2/Supp.4,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1985 :$b supplément N°. 04,,,,85.XI.5,1985-01-01 0:00:00,1985-01-01 0:00:00,,,,,420090,,,y
E/INCB/1984/2/Supp.5,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1985 :$b supplément N°. 05,,,,85.XI.5,1985-01-01 0:00:00,1985-01-01 0:00:00,,,,,420152,,,y
E/INCB/1984/2/Supp.6,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1985 :$b supplément N°. 06,,,,85.XI.5,1985-01-01 0:00:00,1985-01-01 0:00:00,,,,,418169,,,y
E/INCB/1984/2/Supp.11,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1985 :$b supplément N°. 11,,,,85.XI.51,1985-01-01 0:00:00,1985-01-01 0:00:00,,,,,419954,,,y
E/INCB/1985/2/Supp.2,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1986 :$b supplement N°. 02,,,,,1986-01-01 0:00:00,1986-01-01 0:00:00,,, 0082-8327,,419159,,,y
E/INCB/1985/2/Supp.3,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1986 :$b supplement N°. 03,,,,,1986-01-01 0:00:00,1986-01-01 0:00:00,,, 0082-8327,,421783,,,y
E/INCB/1985/2/Supp.6,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1986 :$b supplement N°. 06,,,,,1986-01-01 0:00:00,1986-01-01 0:00:00,,, 0082-8327,,419904,,,y
E/INCB/1985/2/Supp.8,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1986 :$b supplement N°. 08,,,,,1986-01-01 0:00:00,1986-01-01 0:00:00,,, 0082-8327,,419108,,,y
E/INCB/1985/2/Supp.9,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1986 :$b supplement N°. 09,,,,,1986-01-01 0:00:00,1986-01-01 0:00:00,,, 0082-8327,,421821,,,y
E/INCB/1985/2/Supp.12,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Evaluations des besoins du monde en stupéfiants pour 1986 :$b supplément N°. 12,,,,,1986-01-01 0:00:00,1986-01-01 0:00:00,,, 0082-8327,,421832,,,y
E/INCB/1986/2/Supp.9,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1987 :$b supplément N°. 09,,,,,1987-01-01 0:00:00,1987-01-01 0:00:00,,, 0082-8327,,418718,,,y
E/INCB/1987/2/Supp.5,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1988 :$b supplément N°. 05,,,,,1988-01-01 0:00:00,1988-01-01 0:00:00,,, 0082-8327,,420767,,,y
E/INCB/1987/2/Supp.7,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1988 :$b supplément N°. 07,,,,,1988-01-01 0:00:00,1988-01-01 0:00:00,,, 0082-8327,,420834,,,y
E/INCB/1987/2/Supp.12,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations des besoins du monde en stupéfiants pour 1988 :$b supplément N°. 12,,,,,1988-01-01 0:00:00,1988-01-01 0:00:00,,, 0082-8327,,421572,,,y
E/INCB/51,International Narcotics Control Board,,,NARCOTIC DRUGS,$a Évaluations pour 1981 des besoins du monde en stupéfiants,,,,81.XI.1,1980-01-01 0:00:00,1981-01-01 0:00:00,,,,,422277,,,y
E/NL.1949/71,United Kingdom,FALKLAND ISLANDS (MALVINAS),,NARCOTIC DRUGS,"$a Falkland Islands :$b Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946","$a Îles Falkland :$b Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1949-01-01 0:00:00,1949-01-01 0:00:00,,,,420614,419961,,,n
E/NL.1957/105,United Kingdom,FALKLAND ISLANDS (MALVINAS),,NARCOTIC DRUGS,"$a Falkland Islands, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Îles Falkland, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1957-01-01 0:00:00,1957-01-01 0:00:00,,,,418543,420960,,,n
E/NL.1953/104,"Germany, Federal Republic of","GERMANY, FEDERAL REPUBLIC OF",,NARCOTIC DRUGS,"$a Federal Republic of Germany :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a République Fédérale d'Allemagne :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1953-01-01 0:00:00,1953-01-01 0:00:00,,,,420713,421831,,,n
E/NL.1960/80-81,"Germany, Federal Republic of","GERMANY, FEDERAL REPUBLIC OF",,NARCOTIC DRUGS,"$a Federal Republic of Germany :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1960-01-01 0:00:00,1959-01-01 0:00:00,,,,421700,,,,n
E/NL.1953/121,"Germany, Federal Republic of","GERMANY, FEDERAL REPUBLIC OF",,NARCOTIC DRUGS,"$a Federal Republic of Germany :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a République Fédérale d'Allemagne :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1953-01-01 0:00:00,1952-01-01 0:00:00,,,,421237,421438,,,n
E/NL.1960/122-126,"Germany, Federal Republic of","GERMANY, FEDERAL REPUBLIC OF",,NARCOTIC DRUGS,"$a Federal Republic of Germany :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1960-01-01 0:00:00,1960-01-01 0:00:00,,,,420926,,,,n
