symbol,79,269,coverage,500,en_245,fr_245,es_245,ru_245,en_id,fr_id,es_id,ru_id,en_020,fr_020,es_020,ru_020,en_022,es_022,fr_022,ru_022,en_710,es_710,fr_710,ru_710,dl
E/NL.1988/62-66,,1988-01-01 00:00:00,1988-01-01 00:00:00||1987-01-01 00:00:00,,Sweden : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421224,,,,,,,,,,,,,,,,y
E/NL.1991/3,,1991-01-01 00:00:00,1989-01-01 00:00:00,,Islamic Republic of Iran : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421222,,,,,,,,,,,,,,,,y
E/NL.1977/37-38,,1977-01-01 00:00:00,1976-01-01 00:00:00||1973-01-01 00:00:00,,Mexico : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,México : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,421220,,418601,,,,,,,,,,,,,,y
E/NL.1977/3-8,,1977-01-01 00:00:00,1976-01-01 00:00:00||1973-01-01 00:00:00||1975-01-01 00:00:00,,Pakistan : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421219,,,,,,,,,,,,,,,,y
E/NL.1991/4-5,,1991-01-01 00:00:00,1991-01-01 00:00:00,,Barbados : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421212,,,,,,,,,,,,,,,,y
E/2508,,1953-01-01 00:00:00,1953-01-01 00:00:00,,"Official records, sixteenth session, 30 June-5 August 1953 : resolutions, supplement no. 1","Procès-verbaux officiels, seizième session, 30 juin-5 août 1953 : résolutions, supplément n* 1","Documentos oficiales, 16.º periodo de sesiones, 30 de junio-5 de agosto de 1953 : resoluciones, suplemento n.° 1",,420485,421209,418907,,,,,,,,,,United Nations. Economic and Social Council,,,,y
E/NL.1988/33,,1988-01-01 00:00:00,1988-01-01 00:00:00,,Cayman Islands : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421208,,,,,,,,,,,,,,,,y
V.94 2611 (E)||A/AC.105/571,,,,,Report of the Scientific and Technical Subcommittee on the work of its thirty-first session : introduction,,,,421206,,,,,,,,,,,,Committee on the Peaceful Uses of Outer Space,,,,y
E/NL.1992/16,,1992-01-01 00:00:00,1991-01-01 00:00:00,,Afghanistan : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421201,,,,,,,,,,,,,,,,y
E/NL.1999/26-28,,1999-01-01 00:00:00,1998-01-01 00:00:00,,United Kingdom  and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421200,,,,,,,,,,,,,,,,y
A/CONF.39/11/Add.1,S.70.V.6,1970-01-01 00:00:00,1969-01-01 00:00:00,,,,"Conferencia de las Naciones Unidas sobre el derecho de los tratados, segundo período de sesiones, Viena, 9 de abril-22 de Mayo de 1969 : documentos oficiales, actas resumidas de las sesiones plenarias y de las sesiones de la Comisión Plenaria",,,,421197,,,,,,,,,,,,,,y
E/NL.1992/12,,1992-01-01 00:00:00,1991-01-01 00:00:00,,,Belgique : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,421194,,,,,,,,,,,,,,,y
E/CN.7/1990/16||E/1990/24,,1990-01-01 00:00:00,1990-01-01 00:00:00,,,"Commission des stupéfiants, rapport sur la onzième session extraordinaire, 29 janvier- 2 février 1990 : Conseil économique et social, documents officiels, 1990, supplément n° 4",,,,421189,,,,,,,,,,,,,,,y
E/2795,,1955-01-01 00:00:00,1955-01-01 00:00:00,,"Official records, twentieth session, 5 July-5 August 1955, resolutions, supplement no. 1","Documents officiels, vingtième session, 5 juillet-5 août 1955, résolutions, supplément n° 1","Documentos oficiales, 20.* periodo de sesiones, 5 de julio-5 de agosto de 1955, resoluciones, suplemento n.° 1",,421187,418401,419305,,,,,,,,,,United Nations. Economic and Social Council,,,,y
E/INCB/1988/2/Supp.10,,1989-01-01 00:00:00,1989-01-01 00:00:00||1987-01-01 00:00:00,,"Supplement no. 10 to narcotic drugs : estimated world requirements for 1989, statistics for 1987, estimates updated as of 31 October 1989",,,,421186,,,,,,,,ISSN 1013-3453,,,,International Narcotics Control Board,,,,y
E/INCB/42,E.79.XI.1,1978-01-01 00:00:00,1979-01-01 00:00:00,,Estimated world requirements of narcotic drugs in 1979 : statement issued by the International Narcotics Control Board in accordance with the international treaties on narcotic drugs,Évaluations pour 1979 des besoins du monde en stupéfiants : état dressé par l'Organe international de contrôle des stupéfiants en vertu des traités internationaux sur les stupéfiants,Previsiones para 1979 de las necesidades mundiales de estupefacientes,,421180,418260,419349,,,,,,,,,,International Narcotics Control Board,,,,y
E/3123,,1958-01-01 00:00:00,1958-01-01 00:00:00,,"Official records, twenty-fifth session, 15 April-2 May 1958, resolutions, supplement no. 1","Documents officiels, vingt-cinquième session, 15 avril-2 mai 1958, résolutions, supplément n° 1","Documentos oficiales, 25.° periodo de sesiones, 15 de abril-2 de Mayo de 1958, resoluciones, suplemento n.° 1",,421179,419157,418040,,,,,,,,,,United Nations. Economic and Social Council,,,,y
E/INCB/1988/1,S.88.XI.4,1988-01-01 00:00:00,1988-01-01 00:00:00,,,Rapport de l'Organe international de contrôle des stupéfiants pour 1988,Informe de la Junta Internacional de Fiscalización de Estupefacientes correspondiente a 1988,,,419448,421175,,,,,,,,,,,,,,y
E/NL.1982/46-50,,1982-01-01 00:00:00,1982-01-01 00:00:00,,India : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421172,,,,,,,,,,,,,,,,y
E/INCB/1989/2/Supp.7,,1990-01-01 00:00:00,1990-01-01 00:00:00||1988-01-01 00:00:00,,,"Supplément n°. 07 à stupéfiants : évaluations des besoins du monde pour 1990, statistiques pour 1988, evaluations à jour au 31 juillet 1990",,,,421167,,,,,,,,ISSN 1013-8250,,,,Junta Internacional de Fiscalización de Estupefacientes,,,y
E/CN.7/1986/13||E/1986/23,,1986-01-01 00:00:00,1986-01-01 00:00:00,,"Commission on Narcotic Drugs, report on the ninth special session, 10-14 February 1986 : Economic and Social Council, official records, 1986, supplement no. 3","Commission des stupéfiants, rapport sur la neuvième session extraordinaire, 10-14 février : 1986 Conseil économique et social, documents officiels, 1986, supplément n° 3",,,418728,421162,,,,,,,,,,,United Nations. Commission on Narcotic Drugs,,,,y
E/INCB/37,E.78.XI.2,1977-01-01 00:00:00,1977-01-01 00:00:00,,Report of the International Narcotics Control Board for 1977,Rapport de l’Organe international de contrôle des stupéfiants pour 1977,Informe de la Junta Internacional de Fiscalización de Estupefacientes correspondiente a 1977,,421161,420691,420697,,,,,,,,,,International Narcotics Control Board,,,,y
E/NL.1977/26-28,,1977-01-01 00:00:00,1970-01-01 00:00:00||1976-01-01 00:00:00,,Chile : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,Chile : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,421157,,421504,,,,,,,,,,,,,,y
A/CONF.121/22/Rev.1,,1985-01-01 00:00:00,1985-01-01 00:00:00,,"Seventh United Nations Congress on the Prevention of Crime and the Treatment of Offenders, Milan, 26 August-6 September 1985 : report prepared by the Secretariat","Septième Congrès des Nations Unies pour la prévention du crime et le traitement des délinquants, Milan, 26 août-6 septembre 1985 : rapport établi par le Secrétariat","Septimo Congreso de las Naciones Unidas sobre prevencion del delito y tratamiento del delincuente, Milán, 26 de agosto a 6 de septiembre de 1985 : inforhte preparado por la Secretaría",,421148,420128,420553,,,,ISBN 92-1-330102-,,,,,,"United Nations Congress on the Prevention of Crime and the Treatment of Offenders (7th : 1985 : Milan, Italy)",,,,y
E/NL.1991/39,,1991-01-01 00:00:00,1990-01-01 00:00:00,,Chile : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,Chile : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,421146,,418460,,,,,,,,,,,,,,y
E/INCB/1986/1,F.86.XI.2,1986-01-01 00:00:00,1986-01-01 00:00:00,,Report of the International Narcotics Control Board for 1986,Rapport de l'Organe international de contrôle des stupéfiants pour 1986,Informe de la Junta Internacional de Fiscalización de Estupefacientes correspondiente a 1986,,419088,421145,418184,,,,,,,,,,International Narcotics Control Board,,,,y
E/NL.1990/10,,1990-01-01 00:00:00,1990-01-01 00:00:00,,Afghanistan : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421142,,,,,,,,,,,,,,,,y
E/CN.7/565||E/5458,,1974-01-01 00:00:00,1974-01-01 00:00:00,,"Commission on Narcotic Drugs, report of the third special session, 18 February - 1 March 1974 : Economic and Social Council, official records, fifty-sixth session, supplement no. 6",,,,421141,,,,,,,,,,,,United Nations. Commission on Narcotic Drugs,,,,y
E/NL.1998/3,,1998-01-01 00:00:00,1994-01-01 00:00:00,,Jamaica : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421122,,,,,,,,,,,,,,,,y
E/NL.1980/30,,1980-01-01 00:00:00,1979-01-01 00:00:00,,,Tunisie : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,421118,,,,,,,,,,,,,,,y
E/NL.1996/65,,1996-01-01 00:00:00,1995-01-01 00:00:00,,China : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421117,,,,,,,,,,,,,,,,y
E/NL.1991/42-44,,1991-01-01 00:00:00,1990-01-01 00:00:00,,Spain : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,España : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,421114,,419934,,,,,,,,,,,,,,y
E/2152,,1951-01-01 00:00:00,1951-01-01 00:00:00,,,"Résolutions : Conseil économique et social, documents officiels, sixième année, treizième session, 30 juillet - 21 septembre 1951, supplément no. 1","Documentos oficiales, sexto año, 13° periodo de sesiones, 30 de julio-21 de septiembre de 1951 : resoluciones, suplemento no. 1",,,421760,420875,,,,,,,,,,,,,,y
E/NL.1983/31,,1983-01-01 00:00:00,1976-01-01 00:00:00,,,Uruguay : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,Uruguay : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,420220,421755,,,,,,,,,,,,,,y
E/NL.1999/45,,1999-01-01 00:00:00,1998-01-01 00:00:00,,Singapore : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421752,,,,,,,,,,,,,,,,y
E/NL.1977/16,,1977-01-01 00:00:00,1976-01-01 00:00:00,,Denmark : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421747,,,,,,,,,,,,,,,,y
E/INCB/40,E/F/S.78.XI.4,1978-01-01 00:00:00,1976-01-01 00:00:00,,,État comparatif des évaluations et des statistiques sur les stupéfiants fournies pour 1976 par les gouvernements conformément aux traités internationaux,,,,421745,,,,,,,,,,,,Junta Internacional de Fiscalización de Estupefacientes,,,y
E/INCB/44,E/F/S.79.XI.4,1979-01-01 00:00:00,1971-01-01 00:00:00||1977-01-01 00:00:00,,,"Statistiques des substances psychotropes fournies pour 1977 par les gouvernements conformément à la Convention de 1971 sur les substances psychotropes, à la résolution I de la Conférence des Nations Unies pour l'adoption d'un protocole sur les substances psychotropes et à la Résolution 1576 (L) du Conseil économique et social",,,,421744,,,,,,,,,,,,Junta Internacional de Fiscalización de Estupefacientes,,,y
E/NL.1989/22,,1989-01-01 00:00:00,1988-01-01 00:00:00,,Costa Rica : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,Costa Rica : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,421741,,419994,,,,,,,,,,,,,,y
E/CN.7/654||E/1980/14,,1980-01-01 00:00:00,1980-01-01 00:00:00,,,,"Comisión de Estupefacientes, informe sobre el sexto periodo extraordinario de sesiones, 11 a 20 de febrero de 1980 : Consejo Económico y Social, documentos oficiales, 1980, suplemento no. 4",,,,421739,,,,,,,,,,,,,,y
E/CN.7/668||E/1981/24,,1981-01-01 00:00:00,1981-01-01 00:00:00,,"Commission on Narcotic Drugs, report on the twenty-ninth session, 2-11 February 1981 : Economic and Social Council, official records, 1981, supplement no. 4",,"Comisión de Estupefacientes, informe sobre el 29° periodo de sesiones, 2 a 11 de febrero de 1981 : Consejo Económico y Social, documentos oficiales, 1981, suplemento no. 4",,418642,,421738,,,,,,,,,,United Nations. Commission on Narcotic Drugs,,,,y
E/NL.1983/38,,1983-01-01 00:00:00,1983-01-01 00:00:00,,,,Venezuela : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,,421736,,,,,,,,,,,,,,y
E/INCB/42/Supp.5,E/F/S.79.XI.1/Supp.5,1979-01-01 00:00:00,1979-01-01 00:00:00,,,Évaluations des besoins du monde en stupéfiants pour 1979 : supplément N°. 05,,,,421735,,,,,,,,,,,,Junta Internacional de Fiscalización de Estupefacientes,,,y
E/INCB/1994/2/Supp.6,,1995-01-01 00:00:00,1993-01-01 00:00:00||1995-01-01 00:00:00,,"Supplement no. 06 to narcotic drugs : estimated world requirements for 1995, statistics for 1993, estimates updated as of 30 June 1995",,,,421731,,,,,,,,ISSN 1013-8250,,,,International Narcotics Control Board,,,,y
